
新聞,#genre#
我的老師叫小賀,https://www.youtube.com/watch?v=6CQZxYpW9q4
藍色水玲瓏,https://www.youtube.com/watch?v=rTcTVZBZtYs
廉政英雄,https://www.youtube.com/watch?v=b35xJXmJ-8I
新兵日記,https://www.youtube.com/watch?v=032kEdR9Lic
中視經典綜藝,https://www.youtube.com/watch?v=ADDSmXoPDY8
Radio Hits Music,https://www.youtube.com/watch?v=uNd5kvrGHjk
愛爾達綜合台,https://www.youtube.com/watch?v=Ul9z5eUphFY
愛爾達綜合台,https://www.youtube.com/watch?v=I7yYOp7Tqdw
愛爾達綜合台,https://www.youtube.com/watch?v=yh3ZLBl7kt0
愛爾達綜合台,https://www.youtube.com/watch?v=iOxw4bgNxa4
愛爾達綜合台,https://www.youtube.com/watch?v=6st08Em5RbM
Explore Bears & Bison,https://www.youtube.com/watch?v=3szkFHfr6sA
台灣地震監視,https://www.youtube.com/watch?v=Owke6Quk7T0
豬哥會社,https://www.youtube.com/watch?v=htGDPsz2BYI
Kitten Academy,https://www.youtube.com/watch?v=R7vrbiDi0Tc
愛爾達影劇台,https://www.youtube.com/watch?v=be6L9zpVqw4
愛爾達影劇台,https://www.youtube.com/watch?v=FdoVTSTSMho
12K Scenic Relaxation,https://www.youtube.com/watch?v=vQP8AwAFzI8
飢餓遊戲Hunger Games,https://www.youtube.com/watch?v=A98LJq71BZg
華視綜藝頻道,https://www.youtube.com/watch?v=IsFtLpSuf_g
Eight FM,https://www.youtube.com/watch?v=o1ipHJUfFTM
民視戲劇館 Formosa TV Dramas,https://www.youtube.com/watch?v=hbm8Uov-YOE
民視戲劇館 Formosa TV Dramas,https://www.youtube.com/watch?v=dZNl1pqkPuA
大陸尋奇,https://www.youtube.com/watch?v=fl1iFkAWcVU
愛爾達綜合台,https://www.youtube.com/watch?v=Vu_eDZF3PXU
民視戲劇館 Formosa TV Dramas,https://www.youtube.com/watch?v=wJ5i4x9_kEY
中視經典戲劇,https://www.youtube.com/watch?v=jkF7cseHZ5s
不良林,https://www.youtube.com/watch?v=uSkT4MwpCYA
GTV DRAMA 八大劇樂部,https://www.youtube.com/watch?v=u1uU2AzsD0k
台灣啟示錄,https://www.youtube.com/watch?v=5TRvk38m59M
GTV DRAMA 八大劇樂部,https://www.youtube.com/watch?v=hcxLMIfxi0A
龍華電視,https://www.youtube.com/watch?v=UrBH5NwAAB8
三立華劇 SET Drama,https://www.youtube.com/watch?v=XrLUbJJ3S2M
三立華劇 SET Drama,https://www.youtube.com/watch?v=he_Zx7smZqk


國外新聞,#genre#
DZRH News Television,https://www.youtube.com/watch?v=rTczxU43uSs
DW News,https://www.youtube.com/watch?v=6HodCcEW_oQ
LA NACION,https://www.youtube.com/watch?v=LY2XEQ_SSXA
DW Español,https://www.youtube.com/watch?v=0XfWQGGcozo
Arirang TV,https://www.youtube.com/watch?v=CJVBX7KI5nU
CGTN на русском,https://www.youtube.com/watch?v=1L8VpTaLyNs
Channels Television,https://www.youtube.com/watch?v=ENHYOYm-kUE
Arise News,https://www.youtube.com/watch?v=nvvLD5TNAwQ
CGTN Français,https://www.youtube.com/watch?v=DxhwEQjegYw
LiveNOW from FOX,https://www.youtube.com/watch?v=YDfiTGGPYCk
Eyewitness News ABC7NY,https://www.youtube.com/watch?v=oFOTr81KHLg
ABC13 Houston,https://www.youtube.com/watch?v=6EdywNFYhu8
Sky News,https://www.youtube.com/watch?v=w9uJg68CV4g
ABC7,https://www.youtube.com/watch?v=-E0AHOOGo24
Yahoo Finance,https://www.youtube.com/watch?v=OAHHA27td-A
ABC News,https://www.youtube.com/watch?v=gN0PZCe-kwQ
WISN 12 News,https://www.youtube.com/watch?v=2igPVdN3ERE
Liputan6,https://www.youtube.com/watch?v=AKQmj8YHZ9c
Utonish,https://www.youtube.com/watch?v=Tischs8TNMo
SÖZCÜ Televizyonu,https://www.youtube.com/watch?v=2i8lfP9oqvk
ABC7 SWFL,https://www.youtube.com/watch?v=eXZ4-qp16nI
WION,https://www.youtube.com/watch?v=gadjsB5BkK4
CGTN Europe,https://www.youtube.com/watch?v=Zv60F39Is_c
Crónica TV,https://www.youtube.com/watch?v=avly0uwZzOE
Todo Noticias,https://www.youtube.com/watch?v=cb12KmMMDJA
CNBC Arabia TV,https://www.youtube.com/watch?v=I-qP4xS7vPg
India Today,https://www.youtube.com/watch?v=sYZtOFzM78M
CBN News,https://www.youtube.com/watch?v=CG2XDTgvZPo
Al Jazeera Mubasher قناة الجزيرة مباشر,https://www.youtube.com/watch?v=mJdhDuweBHM
CNBC-TV18,https://www.youtube.com/watch?v=1_Ih0JYmkjI
TalkTV,https://www.youtube.com/watch?v=WguRyzIb4bE
WION,https://www.youtube.com/watch?v=OWmhz00Q5xg
ABC News (Australia),https://www.youtube.com/watch?v=vOTiJkg1voo
CNBC-TV18,https://www.youtube.com/watch?v=P857H4ej-MQ
euronews (en español),https://www.youtube.com/watch?v=O9mOtdZ-nSk
euronews (deutsch),https://www.youtube.com/watch?v=CQ3KsEbsYHs
euronews (στα ελληνικά),https://www.youtube.com/watch?v=uWIhV9gQClg
euronews (magyarul),https://www.youtube.com/watch?v=jAn7L2Kt32U
euronews (in Italiano),https://www.youtube.com/watch?v=pUcmpyynASM
euronews,https://www.youtube.com/watch?v=pykpO5kQJ98
TRT World,https://www.youtube.com/watch?v=5VF4aor94gw
فرانس 24 / FRANCE 24 Arabic,https://www.youtube.com/watch?v=VuYzy8IuT0Y
FRANCE 24 Español,https://www.youtube.com/watch?v=Y-IlMeCCtIg
FRANCE 24 English,https://www.youtube.com/watch?v=tkDUSYHoKxE
FRANCE 24,https://www.youtube.com/watch?v=l8PMl7tUDIE
Bloomberg Television,https://www.youtube.com/watch?v=iyOq8DhaMYw
Schwab Network,https://www.youtube.com/watch?v=BWhVz1ozr1o
USA TODAY,https://www.youtube.com/watch?v=vZYMwAm8sso
United Nations,https://www.youtube.com/watch?v=wfAa1GiNdgM
سكاي نيوز عربية,https://www.youtube.com/watch?v=me1fBxx9wJY
KBS WORLD TV,https://www.youtube.com/watch?v=OxQQsIvJTTU
Настоящее Время,https://www.youtube.com/watch?v=t9Ilev-uk4w
euronews (en français),https://www.youtube.com/watch?v=NiRIbKwAejk
Euronews по-русски,https://www.youtube.com/watch?v=lwYzwdBiaho
Above & Beyond,https://www.youtube.com/watch?v=IvuwTft-0cM
ARY News,https://www.youtube.com/watch?v=sUKwTVAc0Vo
【公式】HOME広島ニュース,https://www.youtube.com/watch?v=e2pgLUmaxGs
Hare Krsna TV,https://www.youtube.com/watch?v=RYqewnoTqWQ
FOX Weather,https://www.youtube.com/watch?v=iesPl7zRbVY
Geo News,https://www.youtube.com/watch?v=O3DPVlynUM0
Al Jazeera English,https://www.youtube.com/watch?v=gCNeDWCI0vo
Al Jazeera Mubasher قناة الجزيرة مباشر,https://www.youtube.com/watch?v=8D5QY5gw_Xk
Show TV,https://www.youtube.com/watch?v=XnvS-RZa4Qw
WDW Today,https://www.youtube.com/watch?v=uILxp16tKl8
V6 News Telugu,https://www.youtube.com/watch?v=_xtceKvlVYQ
Ambient Renders,https://www.youtube.com/watch?v=oXvPA6l4pts
Live SupremeMasterTV,https://www.youtube.com/watch?v=ZzWBpGwKoaI
ABC13 Houston,https://www.youtube.com/watch?v=5jPqMDjJKpM
GBNews,https://www.youtube.com/watch?v=8WX6YL9JnLw
Al Jazeera Balkans,https://www.youtube.com/watch?v=y8JcLOL4yiQ
Al Jazeera Mubasher قناة الجزيرة مباشر,https://www.youtube.com/watch?v=eksOMqVMINo
AlJazeera Arabic  قناة الجزيرة,https://www.youtube.com/watch?v=bNyUyrR0PHo
24 Канал онлайн,https://www.youtube.com/watch?v=hns12gYNRq0
ForexLia,https://www.youtube.com/watch?v=Cf9klXhb0G8
CNBC,https://www.youtube.com/watch?v=9NyxcX3rhQs
Mathrubhumi News,https://www.youtube.com/watch?v=YGEgelAiUf0
tvOneNews ,https://www.youtube.com/watch?v=yNKvkPJl-tg
ТСН,https://www.youtube.com/watch?v=7heWRN252pQ
TBS eFM 101.3MHz,https://www.youtube.com/watch?v=i2pC0RRyGMg
mtaOnline1,https://www.youtube.com/watch?v=cu-0mGA8x50
POWERVISION TV,https://www.youtube.com/watch?v=L42NP9a8paw
العربي - أخبار ,https://www.youtube.com/watch?v=e2RgSa1Wt5o
TJK TV,https://www.youtube.com/watch?v=kDvc4MSsnyI
Show TV,https://www.youtube.com/watch?v=Y3vGHFrsqrs
BloombergHT,https://www.youtube.com/watch?v=hHSmBJk6w0c
YTN 사이언스,https://www.youtube.com/watch?v=xfFa_kcPnCY
SODANEチャンネル,https://www.youtube.com/watch?v=kfIQBC0hrII
 YTN,https://www.youtube.com/watch?v=FJfwehhzIhw
Kral Müzik,https://www.youtube.com/watch?v=GuFTuKoXepw
ABC13 Houston,https://www.youtube.com/watch?v=z-VVLWWvAEU
ABC13 Houston,https://www.youtube.com/watch?v=BbILbeRIOs4
CNBC Awaaz.,https://www.youtube.com/watch?v=TD0A7fHAxKw
Bloomberg Quicktake,https://www.youtube.com/watch?v=DxmDPrfinXY
TVL Trzcianka,https://www.youtube.com/watch?v=e2gC37ILQmk
BorderBuddy Customs Brokers,https://www.youtube.com/watch?v=HBDD3j5so0g
Mobotix Webcams Russia,https://www.youtube.com/watch?v=h1wly909BYw
CNA,https://www.youtube.com/watch?v=XWq5kBlakcQ
mtaOnline1,https://www.youtube.com/watch?v=TEGnBvhnCj0
YTN2,https://www.youtube.com/watch?v=hxBTqmTT5gE
NHK WORLD-JAPAN,https://www.youtube.com/watch?v=f0lYkdA-Gtw
英語學習,#genre#
ABC Learning English,https://www.youtube.com/watch?v=vuTY4FDAbpA
ABC Learning English,https://www.youtube.com/watch?v=F8gbJUXaeo0
ABC Learning English,https://www.youtube.com/watch?v=0_A9J3q3SrE
ABC Learning English,https://www.youtube.com/watch?v=OXmnrfj2ERc
ABC Learning English,https://www.youtube.com/watch?v=jsDtKdLupQ8
English Speeches,https://www.youtube.com/watch?v=k_2FA6vyOgM
ABC Learning English,https://www.youtube.com/watch?v=eR_F3PIbFsE
English Jade · Learn English with engVid,https://www.youtube.com/watch?v=SCWeBq8SyQQ
英語熟能生巧 English Practice Makes Perfect,https://www.youtube.com/watch?v=kyHIJ3Ij9SU
Learn English with EnglishClass101.com,https://www.youtube.com/watch?v=wpCs-6xU578
Adam’s English Lessons · engVid,https://www.youtube.com/watch?v=9TIXPeyUR7c
Learn Swedish with SwedishPod101.com,https://www.youtube.com/watch?v=O3jGMfjFE0I
Learn English with Gill · engVid,https://www.youtube.com/watch?v=5boNKBoDlf0
English Tutor Class,https://www.youtube.com/watch?v=YjNtA58Sw-I
English Speeches,https://www.youtube.com/watch?v=Qeg-4kS9Hbo
English Speeches,https://www.youtube.com/watch?v=OSXxqH9j8NY
ABC Learning English,https://www.youtube.com/watch?v=-o0VcSBuA44

遊戲直播,#genre#
Cygnus ch. 熙歌,https://www.youtube.com/watch?v=MTjg3r_CpT4
Koseki Bijou Ch. hololive-EN,https://www.youtube.com/watch?v=Dw1g0e18VOk
Nanashi Mumei Ch. hololive-EN,https://www.youtube.com/watch?v=XdNeT8U_cSA
玩什麼鬼啦,https://www.youtube.com/watch?v=TqZY8UQRQnQ
Vantacrow Bringer 【NIJISANJI EN】,https://www.youtube.com/watch?v=v8ol6_9wgEs
翊婕Jessie,https://www.youtube.com/watch?v=zbvfKhbfAko
Moondogs ch. 幻月,https://www.youtube.com/watch?v=L_lpIlcRCaI
Jason 杰生,https://www.youtube.com/watch?v=XQQZuFmK_LQ
玖璐Jiulu Ch.,https://www.youtube.com/watch?v=mR-DRRmig5U
723的遊戲日常,https://www.youtube.com/watch?v=uyfCOWSv2iU
Lamy Ch. 雪花ラミィ,https://www.youtube.com/watch?v=vm4BfL5wLDw
空澄セナ -Asumi Sena-,https://www.youtube.com/watch?v=8eeNaq9xgto
基哥實況台,https://www.youtube.com/watch?v=RcKBBrI3eJY
仙兔Alisa Ch.,https://www.youtube.com/watch?v=69tHNLUGpDQ
Aster Arcadia 【NIJISANJI EN】,https://www.youtube.com/watch?v=iMos6TJbUQ0
解語Jieyu Ch.,https://www.youtube.com/watch?v=XGhFNqig6_o
老獅,https://www.youtube.com/watch?v=EPE-2qyyAV4
Rahdian,https://www.youtube.com/watch?v=B0EMx532zUg
サカナ180_sakana180,https://www.youtube.com/watch?v=MsuRuQTSYhc
Saksi Bisu,https://www.youtube.com/watch?v=vHLCoKgdYP8
Blam Spot,https://www.youtube.com/watch?v=Dm11i2SkWRs
Yura Rikudou / 六道ユラ,https://www.youtube.com/watch?v=FXtnsJT-vOo
月台🌙YueTai Ch.,https://www.youtube.com/watch?v=wt6D_XkuV24
巨神頻道,https://www.youtube.com/watch?v=SVbkSq_Vba8
The Big Jackpot,https://www.youtube.com/watch?v=2bI1nXcAMf4
ThirtyVirus,https://www.youtube.com/watch?v=chcHdAH--pI
蒼藍日陽,https://www.youtube.com/watch?v=xVv8eN31gDg
早瀬 走 / Hayase Sou【にじさんじ所属】,https://www.youtube.com/watch?v=ug1b3o6qezo
Rio Ch. 水無世燐央 - UPROAR!! -,https://www.youtube.com/watch?v=qMHghKxxAYE
En ch.,https://www.youtube.com/watch?v=tQZ2iT23I7c
Mobile Legends: Bang Bang North America,https://www.youtube.com/watch?v=nfbVgDZ3e5U
LilyPichu,https://www.youtube.com/watch?v=glTo3hseXTo
赤城ウェン / Akagi Wen【にじさんじ】,https://www.youtube.com/watch?v=p5N4wFVsyPI
叢雲カゲツ / Murakumo Kagetsu【にじさんじ】,https://www.youtube.com/watch?v=B7c59pnMDzg
penguinz0,https://www.youtube.com/watch?v=kj-hefSUNlQ
Hikari Channel / 飛良ひかり 【ななしいんく】,https://www.youtube.com/watch?v=N4d4vS7lSGM
Scarle Yonaguni 【NIJISANJI EN】,https://www.youtube.com/watch?v=Ei7nrKRuUss
sunda gaming,https://www.youtube.com/watch?v=cmE1hUP-kuw
Los-muteki 像素美術實驗室,https://www.youtube.com/watch?v=-CijFPzNRf8
ばーちゃる東和ちゃんねる,https://www.youtube.com/watch?v=HnIXdpTgWUg
CDiinky,https://www.youtube.com/watch?v=-81CIOjl8S4
FanHOTS,https://www.youtube.com/watch?v=tRuBiFy6MnY
Ehsan Al Fatih,https://www.youtube.com/watch?v=6-4kscqlie8
Sara Nagare / 流サラ 【EverAfter】,https://www.youtube.com/watch?v=fXt1b_VR4pY
Kiwi,https://www.youtube.com/watch?v=uJiuU5Ht_8A
Films in Real Life,https://www.youtube.com/watch?v=r088Cp3rc8o
路過的家庭主婦,https://www.youtube.com/watch?v=k7UgnT0NM6U
Abyss,https://www.youtube.com/watch?v=HFPwo-wZ9GQ
ぶんぶん,https://www.youtube.com/watch?v=dtHsqJKj3Q4
Maximum,https://www.youtube.com/watch?v=OMS6C6TipOA
Dreamocel,https://www.youtube.com/watch?v=mGTwa3i3b1E
JesseKazam,https://www.youtube.com/watch?v=JmgNiN66q84
MrLlamaSC,https://www.youtube.com/watch?v=PhXGFtrL0u4
Sweep - Clash Royale,https://www.youtube.com/watch?v=pZVqmUuFK8c
Residence of Evil,https://www.youtube.com/watch?v=1na47rmFqNg
BriAtCookiebox,https://www.youtube.com/watch?v=7zb-Potu0ag
YD BOYS *,https://www.youtube.com/watch?v=pqUUtnnwZ9c
King Nidhogg,https://www.youtube.com/watch?v=Eb28GiCucN0
Cyx,https://www.youtube.com/watch?v=Qrplr8z7yc0
Dcentric,https://www.youtube.com/watch?v=gqIQqhjXDwo
Beast | Tiles Hop,https://www.youtube.com/watch?v=mG2G66FtjAc
Orchlon,https://www.youtube.com/watch?v=x7-Ze4zz-EM
TheMan Vita,https://www.youtube.com/watch?v=CtrFi4rjHEc
Game Hot US,https://www.youtube.com/watch?v=e7ZIdBsCOmM
Miuna Usako Ch.【PixelLink】,https://www.youtube.com/watch?v=Jqbl55uLYYU
Drunk Souls,https://www.youtube.com/watch?v=Ua7HhbulHS8
donk,https://www.youtube.com/watch?v=FfYeTpCnwvU
kolst,https://www.youtube.com/watch?v=G7KQ6dq0dTE
Psybear_tv,https://www.youtube.com/watch?v=zS3jO94XNOU
陽一 Youichi 【HKVtuber】,https://www.youtube.com/watch?v=X6Wdeug-2ok
卡羅路斯· 卡諾托Karolus Carnotor【innoneerTV】,https://www.youtube.com/watch?v=Pm018m1-k9Y
黑部龍一,https://www.youtube.com/watch?v=RwP-3dLIB0A
SEVEN大介,https://www.youtube.com/watch?v=5VX6IvPytqg
Mitora ch.紅羽ミトラ,https://www.youtube.com/watch?v=VuCqHNLBZPs
Stillness,https://www.youtube.com/watch?v=XwiiNnVOI6M
s1mple,https://www.youtube.com/watch?v=FPVeFAps_uw
Austin Felt,https://www.youtube.com/watch?v=vEOuR2k8Lew
AI World,https://www.youtube.com/watch?v=9BnKY2HwPB0
Disputed Origin,https://www.youtube.com/watch?v=aCW6NqnlE8M
Synthetic Man,https://www.youtube.com/watch?v=ZHKr3OWLtu4
ON1C,https://www.youtube.com/watch?v=oUm9fVR5qSE
My Life in Gaming,https://www.youtube.com/watch?v=AcmPlK7zN7M
Spartakus,https://www.youtube.com/watch?v=lhqqdx9EpUM
Solo,https://www.youtube.com/watch?v=_Qqw4LouY6I
Tom pagol,https://www.youtube.com/watch?v=A3bSBTSQcmI
GrndpaGaming,https://www.youtube.com/watch?v=_AItQ5qys0c
Phil / Youmuus 2,https://www.youtube.com/watch?v=Pbh0o8G9CH0
Cynosia | Tiles Hop,https://www.youtube.com/watch?v=yMcPDo2MzdY
Griffin Gaming,https://www.youtube.com/watch?v=E-_cJ3tv3ck
KarmaJolt,https://www.youtube.com/watch?v=OwnSXubBJJo
TOKIO LIVE,https://www.youtube.com/watch?v=tDFpdjNho54
TitaniumLegman,https://www.youtube.com/watch?v=4_lpHmibbX8
ナ セラ / Na Sera【にじさんじ】,https://www.youtube.com/watch?v=3tHSXZ8w0bI
That Bald Gamer,https://www.youtube.com/watch?v=F2WpnetYOCI
Kohaku Yumekui Ch. 夢喰己白【kawaii】,https://www.youtube.com/watch?v=hakdowdvqpE
Wintergaming,https://www.youtube.com/watch?v=um7mzXj3Nj4
Deny Gameplay,https://www.youtube.com/watch?v=pYKL5HibKWQ
insanegamer52,https://www.youtube.com/watch?v=G-HdUqmtDw4
RYG Game Animation,https://www.youtube.com/watch?v=0-UtvZ509SQ
ピンプロT,https://www.youtube.com/watch?v=fFK8CfPLzUA
運動直播,#genre#
World Poker Tour,https://www.youtube.com/watch?v=qiGtEIoHlBc
BL Football Talks,https://www.youtube.com/watch?v=DddOIqtcyG0
BL Football Talks,https://www.youtube.com/watch?v=5oP24BNA1TA
Dodger Blue,https://www.youtube.com/watch?v=8_061S3LnSM
ezBUCKETz,https://www.youtube.com/watch?v=mYmmj002ep0
Jimby Sports,https://www.youtube.com/watch?v=ZpAfozOwB68
HTV Sports,https://www.youtube.com/watch?v=3W3U3MfPdoU
Major League Soccer,https://www.youtube.com/watch?v=FYVgC4Vo9pA
Jimby Sports,https://www.youtube.com/watch?v=Lw75mCeomZQ
A Dupla ,https://www.youtube.com/watch?v=vy1Hs_OqIUQ
Urubucam,https://www.youtube.com/watch?v=35K4BDXNrGs
marca90,https://www.youtube.com/watch?v=Gwjm9bcuG-Y
Caracol Radio,https://www.youtube.com/watch?v=ZPOwviIEXcc
Bangladesh Cricket : The Tigers,https://www.youtube.com/watch?v=s2S3Pnx5fr8
QSVS - Qui Studio a Voi Stadio - TELELOMBARDIA,https://www.youtube.com/watch?v=V1CCAvFCLBU
A Spor,https://www.youtube.com/watch?v=2iW-OI5_fEY
Balong - MDTPnet,https://www.youtube.com/watch?v=pjY0zLIaQ4M
Talk Football HD,https://www.youtube.com/watch?v=4ik-zr70Xo8
서형욱의 뽈리TV,https://www.youtube.com/watch?v=KFpbNh-UdyI
Antena 2,https://www.youtube.com/watch?v=26pnSI3-R6w
Brandon Mccaghren,https://www.youtube.com/watch?v=8BKcFdhKsrE
Carlos Univazo Copello,https://www.youtube.com/watch?v=9XL5gddePrY
Boxeo MX,https://www.youtube.com/watch?v=JLUim_vvVrQ
Locked On Sports Today,https://www.youtube.com/watch?v=LOBZMXKK4vE
No Dunks,https://www.youtube.com/watch?v=fMo1vVl0ML8
VERDOLAGA TV,https://www.youtube.com/watch?v=xY2KgEPouUQ
Hay Tiro,https://www.youtube.com/watch?v=rgMqmqeEV_A
Locked On Astros,https://www.youtube.com/watch?v=oq8p0eLM3uk
Bangladesh Cricket : The Tigers,https://www.youtube.com/watch?v=jYjpHuPsQyM
Kings League Santander,https://www.youtube.com/watch?v=JSbXckKYDzk
beIN SPORTS Türkiye,https://www.youtube.com/watch?v=OypUpUTYAHI
Bangladesh Cricket : The Tigers,https://www.youtube.com/watch?v=rsUL_YXN6Xo
TelevisionCanaria,https://www.youtube.com/watch?v=6LlZXt8nk4s
cricket.com.au,https://www.youtube.com/watch?v=CeAgx48qQ3M
VERDOLAGA TV,https://www.youtube.com/watch?v=3Ba1EN5onwY
Arjun Talks Daily,https://www.youtube.com/watch?v=Ha4wvHuNIpU
World Chase Tag,https://www.youtube.com/watch?v=UaI4f7btGuM
Infinity Sports Network,https://www.youtube.com/watch?v=pdpwVxgmiX4
Locked On Sports Atlanta,https://www.youtube.com/watch?v=Xv-rLUKyzfo
正在直播,#genre#
三立LIVE新聞,https://www.youtube.com/watch?v=oZdzzvxTfUY
Muse木棉花-闔家歡,https://www.youtube.com/watch?v=UK81GCw1KE8
Lofi Girl,https://www.youtube.com/watch?v=jfKfPfyJRdk
中天電視,https://www.youtube.com/watch?v=oIgbl7t0S_w
Kaela Kovalskia Ch. hololive-ID,https://www.youtube.com/watch?v=Bbd9ZotOWok
台視新聞 TTV NEWS,https://www.youtube.com/watch?v=xL0ch83RAK8
Muse木棉花-闔家歡,https://www.youtube.com/watch?v=2FJcu6qsM2k
Thai Relax,https://www.youtube.com/watch?v=GCXbKdVCwlg
PokerGO,https://www.youtube.com/watch?v=xRvDxesFEac
民視新聞網 Formosa TV News network,https://www.youtube.com/watch?v=ylYJSBUgaMA
Relaxed Mind,https://www.youtube.com/watch?v=vpCdR_L8kKk
TVBS NEWS,https://www.youtube.com/watch?v=m_dhMSvUCIc
民視戲劇館 Formosa TV Dramas,https://www.youtube.com/watch?v=bn7glmBPmIQ
Timeless Music,https://www.youtube.com/watch?v=ZxluW--lZpk
大愛電視 Tzu Chi DaAiVideo,https://www.youtube.com/watch?v=oV_i3Hsl_zg
中天深喉嚨,https://www.youtube.com/watch?v=WPfPjbOLNfE
三立iNEWS,https://www.youtube.com/watch?v=CKjSm5ZeehE
民視戲劇館 Formosa TV Dramas,https://www.youtube.com/watch?v=298QROP4xe0
On Rainy Days,https://www.youtube.com/watch?v=Gn5VjWlu8vs
Soft Calm Music,https://www.youtube.com/watch?v=tJ_ODGkvyEE
中視新聞 HD直播頻道｜Taiwan CTV news HD Live,https://www.youtube.com/watch?v=TCnaIE_SAtM
飢餓遊戲Hunger Games,https://www.youtube.com/watch?v=3xe-R00ijC4
Sleepy Cat ,https://www.youtube.com/watch?v=YLMhjMUx__M
台灣啟示錄,https://www.youtube.com/watch?v=YKor8d0UK7c
The Good Life Radio x Sensual Musique,https://www.youtube.com/watch?v=36YnV9STBqc
大愛電視 Tzu Chi DaAiVideo,https://www.youtube.com/watch?v=MIqUplvSRWA
57東森財經新聞,https://www.youtube.com/watch?v=WHEPzbFA3hw
民視戲劇館 Formosa TV Dramas,https://www.youtube.com/watch?v=1kzVPwTeKds
Tim Janis,https://www.youtube.com/watch?v=dXIyMS61B68
大陸尋奇,https://www.youtube.com/watch?v=pLxy7SRblyw
豬哥會社,https://www.youtube.com/watch?v=htGDPsz2BYI
公視台語台,https://www.youtube.com/watch?v=6KlRR_DGhmI
華視新聞 CH52,https://www.youtube.com/watch?v=wM0g8EoUZ_E
Open Heart Music - Helios 4K,https://www.youtube.com/watch?v=TAhHaHsDTkk
